Area Code,Area,Item Code,Item,Element,Year,Unit,Value,Flag
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1984,tonnes,8913.07,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1985,tonnes,10687.07,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1986,tonnes,11875.14,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1987,tonnes,17068.86,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1988,tonnes,13795.86,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1989,tonnes,14134.71,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1990,tonnes,12342.21,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1991,tonnes,22612.56,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1992,tonnes,19438.3,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1993,tonnes,14862.09,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1994,tonnes,16426.71,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1995,tonnes,14342.36,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1996,tonnes,18506.78,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1997,tonnes,25632.32,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1998,tonnes,22580.24,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),1999,tonnes,33782.19,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2000,tonnes,33322.28,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2001,tonnes,33057.98,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2002,tonnes,38262.03,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2003,tonnes,37490.73,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2004,tonnes,36903.05,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2005,tonnes,36140.71,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2006,tonnes,35921.21,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2007,tonnes,35245.58,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2008,tonnes,34189.33,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2009,tonnes,37472.15,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2010,tonnes,38023.6,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2011,tonnes,36915.01,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2012,tonnes,37496.89,S
117,Republic of Korea,2556,Groundnuts (Shelled Eq),Food supply quantity (tonnes),2013,tonnes,35875.43,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1961,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1962,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1963,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1964,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1965,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1966,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1967,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1968,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1969,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1970,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1971,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1972,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1973,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1974,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1975,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1976,tonnes,233,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1977,tonnes,0,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1978,tonnes,3,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1979,tonnes,16,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1980,tonnes,22,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1981,tonnes,22,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1982,tonnes,34,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1983,tonnes,31,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1984,tonnes,529,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1985,tonnes,995,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1986,tonnes,1270,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1987,tonnes,1709,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1988,tonnes,2724.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1989,tonnes,3070.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1990,tonnes,2486.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1991,tonnes,2745,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1992,tonnes,3054.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1993,tonnes,3200,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1994,tonnes,5492.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1995,tonnes,4617.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1996,tonnes,3991.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1997,tonnes,4154.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1998,tonnes,3058.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),1999,tonnes,3745,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2000,tonnes,4563.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2001,tonnes,5031,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2002,tonnes,5000.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2003,tonnes,4406,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2004,tonnes,3513.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2005,tonnes,888,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2006,tonnes,3438,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2007,tonnes,2466.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2008,tonnes,2658.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2009,tonnes,3647.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2010,tonnes,4939,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2011,tonnes,6910.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2012,tonnes,10738.5,S
117,Republic of Korea,2612,"Lemons, Limes and products",Food supply quantity (tonnes),2013,tonnes,15117,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1961,tonnes,11000,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1962,tonnes,13369.86,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1963,tonnes,12724.66,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1964,tonnes,59298.63,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1965,tonnes,84842.47,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1966,tonnes,41187.67,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1967,tonnes,28461.64,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1968,tonnes,48275.34,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1969,tonnes,69526.47,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1970,tonnes,53579.76,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1971,tonnes,56433.14,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1972,tonnes,57070.2,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1973,tonnes,70133.33,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1974,tonnes,80200.06,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1975,tonnes,70619.52,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1976,tonnes,70297.3,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1977,tonnes,75431.03,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1978,tonnes,75202.01,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1979,tonnes,85598.44,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1980,tonnes,60000,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1981,tonnes,167315.75,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1982,tonnes,209517.39,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1983,tonnes,262316.13,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1984,tonnes,281171.72,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1985,tonnes,366111.13,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1986,tonnes,450972.31,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1987,tonnes,564791.13,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1988,tonnes,544570.81,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1989,tonnes,611921.89,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1990,tonnes,569807.88,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1991,tonnes,547422.77,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1992,tonnes,608275.95,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1993,tonnes,630555.52,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1994,tonnes,617555.89,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1995,tonnes,748962.04,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1996,tonnes,804451.56,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1997,tonnes,855573.44,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1998,tonnes,758084.69,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),1999,tonnes,724120.41,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2000,tonnes,747044.56,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2001,tonnes,770540.2,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2002,tonnes,718654.5,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2003,tonnes,734087.43,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2004,tonnes,718151.82,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2005,tonnes,686172.18,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2006,tonnes,655255.99,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2007,tonnes,663606.86,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2008,tonnes,638937.31,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2009,tonnes,616251.88,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2010,tonnes,621071.89,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2011,tonnes,618394.22,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2012,tonnes,613006.86,S
117,Republic of Korea,2514,Maize and products,Food supply quantity (tonnes),2013,tonnes,613722.37,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1961,tonnes,248,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1962,tonnes,270,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1963,tonnes,248,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1964,tonnes,292,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1965,tonnes,270,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1966,tonnes,270,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1967,tonnes,292,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1968,tonnes,450,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1969,tonnes,900,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1970,tonnes,1012,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1971,tonnes,1125,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1972,tonnes,1238,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1973,tonnes,1575,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1974,tonnes,1800,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1975,tonnes,1575,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1976,tonnes,1575,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1977,tonnes,1688,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1978,tonnes,1688,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1979,tonnes,1912,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1980,tonnes,1350,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1981,tonnes,1058,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1982,tonnes,1328,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1983,tonnes,1642,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1984,tonnes,1890,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1985,tonnes,2588,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1986,tonnes,3802,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1987,tonnes,5288,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1988,tonnes,4624,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1989,tonnes,4594,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1990,tonnes,4298,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1991,tonnes,12246,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1992,tonnes,16800,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1993,tonnes,27224,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1994,tonnes,29978,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1995,tonnes,33644,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1996,tonnes,35986,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1997,tonnes,33458,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1998,tonnes,31518,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),1999,tonnes,28018,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2000,tonnes,14490,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2001,tonnes,22266,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2002,tonnes,19066,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2003,tonnes,10396,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2004,tonnes,19142,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2005,tonnes,9320,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2006,tonnes,3667,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2007,tonnes,1411,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2008,tonnes,1775,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2009,tonnes,1911,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2010,tonnes,1859,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2011,tonnes,1047,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2012,tonnes,1372,S
117,Republic of Korea,2582,Maize Germ Oil,Food supply quantity (tonnes),2013,tonnes,1074,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1961,tonnes,42983,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1962,tonnes,43565,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1963,tonnes,47040,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1964,tonnes,48040,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1965,tonnes,37622,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1966,tonnes,36226,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1967,tonnes,24106,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1968,tonnes,48225,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1969,tonnes,33757,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1970,tonnes,23899,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1971,tonnes,21212,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1972,tonnes,19537,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1973,tonnes,33934,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1974,tonnes,45654,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1975,tonnes,26659,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1976,tonnes,33413,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1977,tonnes,17292,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1978,tonnes,4117,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1979,tonnes,2977,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1980,tonnes,2873,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1981,tonnes,3019,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1982,tonnes,5000,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1983,tonnes,2042,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1984,tonnes,939,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1985,tonnes,2955,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1986,tonnes,864,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1987,tonnes,1405,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1988,tonnes,1537,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1989,tonnes,1988,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1990,tonnes,2572,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1991,tonnes,3119,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1992,tonnes,3503,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1993,tonnes,6074,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1994,tonnes,7960,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1995,tonnes,5277,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1996,tonnes,6446,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1997,tonnes,8187,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1998,tonnes,6789,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),1999,tonnes,8288,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2000,tonnes,9169,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2001,tonnes,11179,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2002,tonnes,11075,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2003,tonnes,14047,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2004,tonnes,18580,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2005,tonnes,13155,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2006,tonnes,11561,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2007,tonnes,12317,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2008,tonnes,11229,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2009,tonnes,10631,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2010,tonnes,10389,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2011,tonnes,11210,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2012,tonnes,10565,S
117,Republic of Korea,2517,Millet and products,Food supply quantity (tonnes),2013,tonnes,12401,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1961,tonnes,2465,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1962,tonnes,2465,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1963,tonnes,3150,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1964,tonnes,3221,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1965,tonnes,3871,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1966,tonnes,4032,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1967,tonnes,4167,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1968,tonnes,4758,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1969,tonnes,4663,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1970,tonnes,5203,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1971,tonnes,6640,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1972,tonnes,6706,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1973,tonnes,6741,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1974,tonnes,6291,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1975,tonnes,10012,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1976,tonnes,10661,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1977,tonnes,37233,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1978,tonnes,55745,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1979,tonnes,76412,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1980,tonnes,76589,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1981,tonnes,61537,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1982,tonnes,57973,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1983,tonnes,60599,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1984,tonnes,54396,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1985,tonnes,62549,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1986,tonnes,46709,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1987,tonnes,44199,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1988,tonnes,62019.14,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1989,tonnes,68569.34,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1990,tonnes,75126.07,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1991,tonnes,86601.69,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1992,tonnes,103264.67,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1993,tonnes,84451.87,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1994,tonnes,107279.96,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1995,tonnes,109279.14,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1996,tonnes,120238.79,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1997,tonnes,137581.99,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1998,tonnes,110927.07,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),1999,tonnes,100327,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),2000,tonnes,107770.55,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),2001,tonnes,106956.05,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),2002,tonnes,100302.7,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),2003,tonnes,99592.41,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),2004,tonnes,112663.07,S
117,Republic of Korea,2551,Nuts and products,Food supply quantity (tonnes),2005,tonnes,118041.13,S
